eventId,mtx_container_name,mtx_sys_ver,mtx_ext_ver,catalogItemExternalId,catalogItemId,catalogItemTemplateAttr,externalId,isPendingActivation,offerId,offerLifecycleProfileId,offerStatusClass,offerStatusValue,offerVersion,preActiveState,purchasedOfferAttr,resourceId
IFF0:2:52:4398046712382,MtxPurchaseEventOfferInfo,5243,16,Grant_GUBalance_139,139,"{'mtx_container_name': 'MtxTemplateAttr', 'mtx_sys_ver': 5243, 'mtx_ext_ver': 16}",Grant_GUBalance_226_OFFER,False,226,1,class_active,1,0,False,"{'mtx_container_name': 'TefPurchasedItemExtension', 'mtx_sys_ver': 5243, 'mtx_ext_ver': 16, 'productTaxCategory': 'Services_Telco', 'topUpAmount': 10.0}",0
